,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Full Bath,Bedroom AbvGr,Fireplaces,Garage Cars,OQ2,GLA2,OQ_x_YB,OQ_/_LA,Neighborhood,House Style,Year Built_Dev_House Style,Overall Qual_Dev_Neighborhood
1276,7200,6,5,1954,1954,1278,1,4,0,1.0,36,1633284,11724,0.0008333333333333334,NAmes,1.5Fin,0.9160292721626151,0.8575032199172544
1277,8513,5,5,1961,1961,1800,2,6,0,0.0,25,3240000,9805,0.0005873370139786209,NAmes,1Story,-0.5511862999437251,-0.43020500524662325
1278,7200,5,6,1955,1967,1588,1,3,0,2.0,25,2521744,9775,0.0006944444444444445,NAmes,1.5Fin,0.9652225664090767,-0.43020500524662325
1279,7200,5,7,1954,1954,825,1,2,0,1.0,25,680625,9770,0.0006944444444444445,NAmes,1Story,-0.8252188398907931,-0.43020500524662325
1280,7056,6,5,1963,1963,1796,1,4,1,2.0,36,3225616,11778,0.0008503401360544217,NAmes,2Story,-0.5064803459161134,0.8575032199172544
1281,9760,6,6,1964,1964,1611,1,4,0,2.0,36,2595321,11784,0.0006147540983606558,NAmes,2Story,-0.47554834643610056,0.8575032199172544
1282,7590,5,5,1963,1963,1117,1,3,0,1.0,25,1247689,9815,0.0006587615283267457,NAmes,1Story,-0.4728912885302772,-0.43020500524662325
1283,9836,6,5,2008,2008,1133,1,3,0,1.0,36,1283689,12048,0.0006100040666937779,OldTown,1Story,1.2887464682723027,0.6218635066478322
1284,5232,5,5,1925,2004,764,1,2,0,2.0,25,583696,9625,0.00095565749235474,OldTown,1Story,-1.960496505385789,-0.16037532539865104
1285,10440,5,8,1904,2002,1539,2,3,1,2.0,25,2368521,9520,0.0004789272030651341,OldTown,2Story,-2.331468315236868,-0.16037532539865104
1286,9184,5,7,1948,2005,1323,1,3,0,2.0,25,1750329,9740,0.0005444250871080139,OldTown,1.5Fin,0.6208695066838457,-0.16037532539865104
1287,4800,5,5,1910,2003,1360,1,2,0,1.0,25,1849600,9550,0.0010416666666666667,OldTown,2Story,-2.145876318356791,-0.16037532539865104
1288,10440,6,7,1920,1950,2792,2,5,2,2.0,36,7795264,11520,0.0005747126436781609,OldTown,1.5Fin,-0.756542732217078,0.6218635066478322
1289,4800,5,4,1940,1950,672,1,2,0,1.0,25,451584,9700,0.0010416666666666667,OldTown,1Story,-1.3732839197849291,-0.16037532539865104
1290,6000,6,7,1915,2005,1456,1,4,0,1.0,36,2119936,11490,0.001,OldTown,2.5Unf,-0.14148337645840262,0.6218635066478322
1291,11426,4,6,1910,1996,1594,2,3,0,0.0,16,2540836,7640,0.00035007876772273763,OldTown,1.5Fin,-1.2484756746816936,-0.9426141574451342
1292,11426,7,5,2003,2003,2082,2,3,0,2.0,49,4334724,14021,0.0006126378435147909,OldTown,1.5Fin,3.326500690239232,1.4041023386943152
1293,7628,4,6,1940,1985,1656,2,2,0,2.0,16,2742336,7760,0.0005243838489774515,OldTown,1.5Fin,0.2273231527121532,-0.9426141574451342
1294,7308,5,5,1920,1950,1740,1,2,1,1.0,25,3027600,9600,0.0006841817186644773,OldTown,1.5Fin,-0.756542732217078,-0.16037532539865104
1295,5400,7,6,1920,2006,1027,1,2,1,0.0,49,1054729,13440,0.0012962962962962963,OldTown,1Story,-2.156234033919409,1.4041023386943152
1296,10800,6,6,1940,1950,1436,2,3,2,2.0,36,2062096,11640,0.0005555555555555556,OldTown,1.5Fin,0.2273231527121532,0.6218635066478322
1297,6756,5,6,1910,1950,899,1,2,0,1.0,25,808201,9550,0.0007400828892835998,OldTown,1Story,-2.547709090986649,-0.16037532539865104
1298,5914,5,9,1890,1996,1080,1,3,0,0.0,25,1166400,9450,0.0008454514710855597,OldTown,1.5Fin,-2.232341559610925,-0.16037532539865104
1299,6000,5,5,1948,1950,789,1,2,0,1.0,25,622521,9740,0.0008333333333333334,OldTown,1Story,-1.060103874131137,-0.16037532539865104
1300,12000,5,7,1948,2005,1122,1,2,0,2.0,25,1258884,9740,0.0004166666666666667,OldTown,1Story,-1.060103874131137,-0.16037532539865104
1301,9000,5,6,1946,1950,1499,1,3,1,3.0,25,2247001,9730,0.0005555555555555556,OldTown,1.5Fin,0.5224829181909226,-0.16037532539865104
1302,7311,2,5,1946,1950,407,1,1,0,1.0,4,165649,3892,0.0002735603884557516,OldTown,1Story,-1.138398885544585,-2.5070918215381006
1303,6000,5,6,1957,1957,928,1,3,0,1.0,25,861184,9785,0.0008333333333333334,OldTown,1Story,-0.7077763227706212,-0.16037532539865104
1304,6000,4,7,1954,2000,901,1,2,0,1.0,16,811801,7816,0.0006666666666666666,OldTown,1Story,-0.8252188398907931,-0.9426141574451342
1305,12205,3,1,1949,1992,1588,2,5,0,0.0,9,2521744,5847,0.0002458009012699713,OldTown,1Story,-1.0209563684244132,-1.7248529894916174
1306,18386,7,9,1880,2002,3493,3,3,1,3.0,49,12201049,13160,0.00038072446426628957,OldTown,2.5Fin,-1.7242004290881612,1.4041023386943152
1307,9142,5,5,1900,2006,1627,2,4,0,2.0,25,2647129,9500,0.0005469262743382192,OldTown,2Story,-2.455196313156919,-0.16037532539865104
1308,12665,5,8,1915,1950,1416,1,4,1,3.0,25,2005056,9575,0.00039478878799842083,OldTown,1.5Fin,-1.0025092034493859,-0.16037532539865104
1309,5350,7,8,1920,1965,1450,1,3,0,1.0,49,2102500,13440,0.001308411214953271,OldTown,2Story,-1.836556323556663,1.4041023386943152
1310,4571,5,5,1916,1950,1344,1,4,0,3.0,25,1806336,9580,0.0010938525486764385,OldTown,2Story,-1.9602843214767143,-0.16037532539865104
1311,9143,5,7,1900,2003,1017,1,2,0,1.0,25,1034289,9500,0.0005468664552116373,OldTown,1.5Fin,-1.7404086171463093,-0.16037532539865104
1312,9600,5,5,1920,1960,2350,2,4,0,2.0,25,5522500,9600,0.0005208333333333333,OldTown,2Story,-1.836556323556663,-0.16037532539865104
1313,9600,6,5,1917,1950,2058,1,3,1,2.0,36,4235364,11502,0.000625,OldTown,2.5Unf,-0.05093401552502494,0.6218635066478322
1314,6000,5,9,1905,2005,1540,1,3,0,0.0,25,2371600,9525,0.0008333333333333334,OldTown,2Story,-2.300536315756855,-0.16037532539865104
1315,9600,7,9,1928,2005,1378,2,3,1,2.0,49,1898884,13496,0.0007291666666666667,OldTown,2Story,-1.5891003277165607,1.4041023386943152
1316,10800,6,7,1905,2000,1912,2,3,1,2.0,36,3655744,11430,0.0005555555555555556,OldTown,1.5Fin,-1.4944421459140014,0.6218635066478322
1317,6300,6,6,1914,2001,1484,2,3,1,0.0,36,2202256,11484,0.0009523809523809524,OldTown,2.5Unf,-0.18675805692509145,0.6218635066478322
1318,5250,8,5,1872,1987,2358,2,4,0,0.0,64,5560164,14976,0.0015238095238095239,OldTown,2Story,-3.321292298597277,2.1863411707407985
1319,5700,7,7,1926,1950,1111,1,2,1,1.0,49,1234321,13482,0.0012280701754385965,OldTown,1.5Fin,-0.46138296673830864,1.4041023386943152
1320,13500,10,9,1893,2000,2775,3,3,1,2.0,100,7700625,18930,0.0007407407407407407,OldTown,2.5Unf,-1.137526346725557,3.750818834833765
1321,11340,2,1,1920,1950,1086,1,2,0,2.0,4,1179396,3840,0.0001763668430335097,OldTown,2Story,-1.836556323556663,-2.5070918215381006
1322,10800,7,7,1890,1999,2495,2,5,1,2.0,49,6225025,13230,0.0006481481481481481,OldTown,2Story,-2.7645163079570465,1.4041023386943152
1323,9750,5,6,1959,1959,984,1,2,0,1.0,25,968256,9795,0.0005128205128205128,OldTown,1Story,-0.6294813113571731,-0.16037532539865104
1324,12150,5,5,1954,1954,1795,2,4,0,1.0,25,3222025,9770,0.00041152263374485596,OldTown,1.5Fin,0.9160292721626151,-0.16037532539865104
1325,12702,5,5,1956,1956,882,1,2,0,1.0,25,777924,9780,0.00039363879703983623,OldTown,1Story,-0.7469238284773452,-0.16037532539865104
1326,8516,4,6,1958,2006,1093,1,2,0,1.0,16,1194649,7832,0.0004697040864255519,OldTown,1Story,-0.6686288170638971,-0.9426141574451342
1327,7111,5,7,1928,1983,1143,1,2,1,1.0,25,1306449,9640,0.0007031359864997891,BrkSide,1Story,-1.843053988265617,-0.11298979376415953
1328,7425,7,7,1945,1950,1668,1,3,0,1.0,49,2782224,13615,0.0009427609427609427,BrkSide,1.5Fin,0.473289623944461,1.7643790872403393
1329,9100,5,6,1930,1960,935,1,2,0,1.0,25,874225,9650,0.0005494505494505495,BrkSide,1Story,-1.764758976852169,-0.11298979376415953
1330,7010,5,5,1935,1950,1738,2,3,1,1.0,25,3020644,9675,0.0007132667617689016,BrkSide,1.5Fin,-0.018643318520154602,-0.11298979376415953
1331,6130,5,6,1924,1950,784,1,2,0,0.0,25,614656,9620,0.0008156606851549756,BrkSide,1.5Unf,-0.8128624550710625,-0.11298979376415953
1332,5000,5,7,1941,2006,1210,1,3,0,1.0,25,1464100,9705,0.001,BrkSide,1.5Fin,0.27651644695861477,-0.11298979376415953
1333,5870,6,9,1900,2000,1290,1,3,0,1.0,36,1664100,11400,0.0010221465076660989,BrkSide,2Story,-2.455196313156919,0.8256946467380899
1334,6000,6,7,1940,1989,1672,1,3,1,1.0,36,2795584,11640,0.001,BrkSide,1.5Fin,0.2273231527121532,0.8256946467380899
1335,6000,5,7,1924,2003,949,1,2,1,2.0,25,900601,9620,0.0008333333333333334,BrkSide,1Story,-1.9996440110925129,-0.11298979376415953
1336,6000,6,7,1929,1950,1158,1,3,1,1.0,36,1340964,11574,0.001,BrkSide,1.5Fin,-0.313803083998924,0.8256946467380899
1337,6000,6,7,1937,2000,1497,2,3,0,1.0,36,2241009,11622,0.001,BrkSide,1.5Fin,0.07974326997276852,0.8256946467380899
1338,6000,6,5,1939,1950,1342,2,2,1,1.0,36,1800964,11634,0.001,BrkSide,1.5Fin,0.17812985846569165,0.8256946467380899
1339,5000,6,7,1926,1950,1013,1,3,0,1.0,36,1026169,11556,0.0012,BrkSide,1.5Unf,-0.6511411289312686,0.8256946467380899
1340,5520,5,7,1920,1997,1216,1,3,1,1.0,25,1478656,9600,0.0009057971014492754,BrkSide,1.5Fin,-0.756542732217078,-0.11298979376415953
1341,5940,4,7,1946,1950,896,1,2,0,1.0,16,802816,7784,0.0006734006734006734,BrkSide,1Story,-1.138398885544585,-1.051674234266409
1342,6240,4,7,1929,1950,1136,1,2,0,1.0,16,1290496,7716,0.000641025641025641,BrkSide,1.5Fin,-0.313803083998924,-1.051674234266409
1343,6120,5,6,1945,1995,808,1,1,0,1.0,25,652864,9725,0.0008169934640522876,BrkSide,1Story,-1.177546391251309,-0.11298979376415953
1344,6240,5,7,1930,1992,1573,2,3,1,2.0,25,2474329,9650,0.0008012820512820513,BrkSide,1.5Fin,-0.2646097897524624,-0.11298979376415953
1345,6240,7,5,1939,1950,2009,2,4,1,2.0,49,4036081,13573,0.0011217948717948717,BrkSide,1.5Fin,0.17812985846569165,1.7643790872403393
1346,6120,5,5,1923,1950,1902,2,4,0,2.0,25,3617604,9615,0.0008169934640522876,OldTown,2Story,-1.7437603251166247,-0.16037532539865104
1347,6120,7,5,1931,1950,1774,2,2,2,2.0,49,3147076,13517,0.0011437908496732027,OldTown,1.5Fin,-0.21541649550600084,1.4041023386943152
1348,6155,6,8,1920,1999,1362,2,3,0,2.0,36,1855044,11520,0.0009748172217709179,BrkSide,2Story,-1.836556323556663,0.8256946467380899
1349,6324,4,6,1927,1950,520,1,1,0,1.0,16,270400,7708,0.0006325110689437065,BrkSide,1Story,-1.882201493972341,-1.051674234266409
1350,8635,5,5,1948,2001,1285,1,2,0,1.0,25,1651225,9740,0.0005790387955993051,BrkSide,1.5Fin,0.6208695066838457,-0.11298979376415953
1351,13053,6,7,1923,2000,1848,1,4,1,2.0,36,3415104,11538,0.0004596644449551827,BrkSide,1.5Fin,-0.6089628494776933,0.8256946467380899
1352,9120,7,6,1925,1950,1820,2,4,0,1.0,49,3312400,13475,0.0007675438596491228,BrkSide,1.5Fin,-0.5105762609847703,1.7643790872403393
1353,9144,6,4,1915,2004,1716,2,4,0,2.0,36,2944656,11490,0.0006561679790026247,BrkSide,1.5Fin,-1.0025092034493859,0.8256946467380899
1354,9144,5,5,1940,1982,1505,1,3,0,1.0,25,2265025,9700,0.0005468066491688539,BrkSide,1.5Fin,0.2273231527121532,-0.11298979376415953
1355,10267,6,7,1918,2000,838,1,2,0,1.0,36,702244,11508,0.0005843966104996591,BrkSide,1Story,-2.234529045332857,0.8256946467380899
1356,8094,6,8,1910,1983,1984,2,5,0,1.0,36,3936256,11460,0.0007412898443291327,OldTown,2.5Unf,-0.3678567787918468,0.6218635066478322
1357,5100,8,7,1925,1996,1666,1,3,1,1.0,64,2775556,15400,0.001568627450980392,OldTown,2Story,-1.6818963261565991,2.1863411707407985
1358,4347,6,8,1910,1950,1609,1,3,0,1.0,36,2588881,11460,0.0013802622498274672,OldTown,1.5Fin,-1.2484756746816936,0.6218635066478322
1359,6291,6,6,1930,1950,768,1,1,0,2.0,36,589824,11580,0.0009537434430138292,IDOTRR,1Story,-1.764758976852169,1.0349371161388399
1360,10266,6,6,1952,1952,1536,1,4,0,1.0,36,2359296,11712,0.0005844535359438924,IDOTRR,2Story,-0.846732340196254,1.0349371161388399
1361,6876,6,6,1938,1958,1969,2,4,1,2.0,36,3876961,11628,0.0008726003490401396,IDOTRR,1.5Fin,0.12893656421923008,1.0349371161388399
1362,10320,5,6,1915,1978,1308,2,2,0,2.0,25,1710864,9575,0.00048449612403100775,IDOTRR,1.5Fin,-1.0025092034493859,0.2192663381650083
1363,7200,6,7,1925,1992,1040,1,2,0,2.0,36,1081600,11550,0.0008333333333333334,IDOTRR,1Story,-1.960496505385789,1.0349371161388399
1364,7006,6,6,1925,1950,1236,2,3,1,1.0,36,1527696,11550,0.0008564087924636027,IDOTRR,1.5Fin,-0.5105762609847703,1.0349371161388399
1365,7920,6,7,1920,1950,1406,1,3,0,0.0,36,1976836,11520,0.0007575757575757576,IDOTRR,1.5Fin,-0.756542732217078,1.0349371161388399
1366,8235,5,7,1955,1995,825,1,2,0,2.0,25,680625,9775,0.0006071645415907711,OldTown,1Story,-0.7860713341840692,-0.16037532539865104
1367,5586,6,7,1920,1998,1198,1,4,0,0.0,36,1435204,11520,0.0010741138560687433,OldTown,1.5Fin,-0.756542732217078,0.6218635066478322
1368,10320,5,8,1912,1991,759,1,1,0,2.0,25,576081,9560,0.00048449612403100775,IDOTRR,1Story,-2.469414079573201,0.2192663381650083
1369,10320,3,3,1915,1950,1344,2,3,0,0.0,9,1806336,5745,0.00029069767441860465,IDOTRR,2Story,-1.991216320956727,-1.4120752177826548
1370,10320,6,7,1906,1995,1469,1,3,0,1.0,36,2157961,11436,0.0005813953488372093,IDOTRR,1.5Fin,-1.44524885166754,1.0349371161388399
1371,9488,5,6,1947,1993,1054,1,3,0,1.0,25,1110916,9735,0.0005269814502529511,Sawyer,1Story,-1.0992513798378611,-0.11105838232267036
1372,8250,5,5,1968,1968,1211,1,3,1,1.0,25,1466521,9840,0.0006060606060606061,Sawyer,1Story,-0.2771537599966572,-0.11105838232267036
1373,21286,5,5,1948,1950,1271,2,4,1,1.0,25,1615441,9740,0.0002348961758902565,Sawyer,1.5Fin,0.6208695066838457,-0.11105838232267036
1374,17120,4,4,1959,1959,1588,2,4,1,2.0,16,2521744,7836,0.00023364485981308412,ClearCr,1.5Fin,1.1619957433949228,-2.0254861542963973
1375,10106,5,7,1940,1999,1355,2,4,0,0.0,25,1836025,9700,0.0004947555907381753,Edwards,1.5Fin,0.2273231527121532,0.02533409971833116
1376,11235,5,6,1963,1963,1075,1,3,0,2.0,25,1155625,9815,0.0004450378282153983,Sawyer,SFoyer,-1.0757301779441735,-0.11105838232267036
1377,11200,5,5,1965,1965,1040,1,3,0,1.0,25,1081600,9825,0.0004464285714285714,Sawyer,1Story,-0.3945962771168292,-0.11105838232267036
1378,13014,6,5,1978,1978,1096,1,3,1,2.0,36,1201216,11868,0.0004610419548178884,Sawyer,SLvl,0.11246445200914722,1.5659231907496547
1379,7162,5,7,1966,1966,904,1,3,0,1.0,25,817216,9830,0.0006981290142418319,Sawyer,1Story,-0.35544877141010517,-0.11105838232267036
1380,10265,5,7,1967,2005,992,1,3,0,1.0,25,984064,9835,0.0004870920603994155,Sawyer,1Story,-0.3163012657033812,-0.11105838232267036
1381,9764,5,7,1967,2003,894,1,3,0,2.0,25,799236,9835,0.0005120852109791069,Sawyer,1Story,-0.3163012657033812,-0.11105838232267036
1382,7703,6,8,1978,1978,1034,1,3,1,2.0,36,1069156,11868,0.0007789173049461248,Sawyer,SFoyer,0.047830284757589825,1.5659231907496547
1383,9981,5,5,1967,1967,1073,1,3,0,1.0,25,1151329,9835,0.0005009518084360284,Sawyer,1Story,-0.3163012657033812,-0.11105838232267036
1384,7400,5,5,1984,1984,1126,1,2,0,2.0,25,1267876,9920,0.0006756756756756757,Sawyer,SFoyer,0.4972544698382952,-0.11105838232267036
1385,12900,4,4,1969,1969,1258,0,0,0,2.0,16,1582564,7876,0.000310077519379845,Sawyer,SFoyer,-0.6263059928634682,-1.7880399553949955
1386,12900,5,4,1920,1950,1140,1,3,0,2.0,25,1299600,9600,0.0003875968992248062,Sawyer,1Story,-2.156234033919409,-0.11105838232267036
1387,9000,5,3,1959,1959,1006,1,3,0,0.0,25,1012036,9795,0.0005555555555555556,Sawyer,1Story,-0.6294813113571731,-0.11105838232267036
1388,8544,5,6,1966,2006,1228,1,3,0,1.0,25,1507984,9830,0.0005852059925093633,Sawyer,1Story,-0.35544877141010517,-0.11105838232267036
1389,9239,5,8,1963,2003,960,1,3,0,1.0,25,921600,9815,0.0005411841108345059,Sawyer,1Story,-0.4728912885302772,-0.11105838232267036
1390,14175,6,8,1956,1956,1188,1,1,1,2.0,36,1411344,11736,0.0004232804232804233,Sawyer,1Story,-0.7469238284773452,1.5659231907496547
1391,13284,5,5,1954,1954,1383,1,3,1,1.0,25,1912689,9770,0.00037639265281541704,Sawyer,1Story,-0.8252188398907931,-0.11105838232267036
1392,13500,6,7,1960,1975,1252,1,1,1,2.0,36,1567504,11760,0.00044444444444444447,ClearCr,1Story,-0.5903338056504491,0.023281450049383628
1393,13825,5,6,1958,1987,1601,1,3,0,1.0,25,2563201,9790,0.0003616636528028933,Sawyer,SLvl,-1.1962128077336567,-0.11105838232267036
1394,10200,5,8,1940,1997,672,1,2,0,1.0,25,451584,9700,0.0004901960784313725,Sawyer,1Story,-1.3732839197849291,-0.11105838232267036
1395,10532,5,3,1960,1960,1721,2,3,2,2.0,25,2961841,9800,0.00047474363843524496,ClearCr,1Story,-0.5903338056504491,-1.001102352123507
1396,8375,5,7,1941,1973,1350,1,2,0,3.0,25,1822500,9705,0.0005970149253731343,Sawyer,1.5Fin,0.27651644695861477,-0.11105838232267036
1397,10200,5,8,1970,1970,904,1,3,0,3.0,25,817216,9850,0.0004901960784313725,Sawyer,SLvl,-0.41100645188797436,-0.11105838232267036
1398,2887,6,5,1996,1997,1291,1,2,1,2.0,36,1666681,11976,0.0020782819535850364,ClearCr,1Story,0.8189763997916146,0.023281450049383628
1399,10005,7,5,1977,1977,2022,2,4,1,2.0,49,4088484,13839,0.0006996501749125438,ClearCr,2Story,-0.07343235319593439,1.047665252222274
1400,20270,7,6,1979,1979,1524,2,3,2,2.0,49,2322576,13853,0.0003453379378391712,ClearCr,1Story,0.15346880277730673,1.047665252222274
1401,39104,7,7,1954,2005,1363,1,2,2,2.0,49,1857769,13678,0.00017900981996726677,ClearCr,1Story,-0.8252188398907931,1.047665252222274
1402,53227,4,6,1954,1994,1663,1,2,2,2.0,16,2765569,7816,7.514982997350969e-05,ClearCr,1Story,-0.8252188398907931,-2.0254861542963973
1403,11512,6,7,1959,2006,1357,1,2,1,1.0,36,1841449,11754,0.0005211952744961779,Edwards,SLvl,-1.1307789447465166,0.9930967089585826
1404,5190,7,5,1948,1950,1079,1,2,1,1.0,49,1164241,13636,0.001348747591522158,Edwards,1.5Fin,0.6208695066838457,1.960859318198834
1405,10452,6,5,1953,1953,1094,1,3,2,2.0,36,1196836,11718,0.000574052812858783,Edwards,1Story,-0.8643663455975171,0.9930967089585826
1406,45600,6,8,1908,1997,2358,3,5,1,2.0,36,5560164,11448,0.00013157894736842105,ClearCr,1.5Fin,-1.3468622631746168,0.023281450049383628
1407,19550,5,7,1940,2007,1518,1,2,2,0.0,25,2304324,9700,0.0002557544757033248,Edwards,1Story,-1.3732839197849291,0.02533409971833116
1408,21780,6,7,1918,1950,1674,2,4,1,2.0,36,2802276,11508,0.0002754820936639118,Edwards,1.5Fin,-0.8549293207100012,0.9930967089585826
1409,13728,6,7,1935,1986,2108,2,4,2,2.0,36,4443664,11610,0.00043706293706293706,Edwards,2Story,-1.3725763313564714,0.9930967089585826
1410,9571,5,6,1956,1956,1509,1,3,1,1.0,25,2277081,9780,0.0005224114512590116,Edwards,1Story,-0.7469238284773452,0.02533409971833116
1411,9350,5,5,1975,1975,864,1,2,0,0.0,25,746496,9875,0.0005347593582887701,Edwards,SFoyer,-0.17688180778276286,0.02533409971833116
1412,9360,6,8,1962,2001,1269,1,3,0,1.0,36,1610361,11772,0.000641025641025641,Edwards,2Story,-0.5374123453961261,0.9930967089585826
1413,8405,5,8,1900,1950,1367,1,4,0,1.0,25,1868689,9500,0.000594883997620464,Edwards,1.5Fin,-1.7404086171463093,0.02533409971833116
1414,7000,5,7,1910,1991,1347,1,3,0,0.0,25,1814409,9550,0.0007142857142857143,Edwards,2Story,-2.145876318356791,0.02533409971833116
1415,10880,5,5,1950,1950,1164,1,3,0,1.0,25,1354896,9750,0.00045955882352941176,Edwards,1Story,-0.9818088627176891,0.02533409971833116
1416,9600,6,5,1924,1950,1096,1,2,0,0.0,36,1201216,11544,0.000625,Edwards,1.5Fin,-0.5597695552312317,0.9930967089585826
1417,9084,5,6,1941,1950,1111,1,3,0,1.0,25,1234321,9705,0.0005504183179216205,Edwards,1.5Fin,0.27651644695861477,0.02533409971833116
1418,11839,7,5,1990,1990,2329,2,4,1,2.0,49,5424241,13930,0.0005912661542359996,SawyerW,2Story,0.32868364004423184,0.7887041592794701
1419,9771,6,5,1995,2002,2814,2,4,1,2.0,36,7918596,11970,0.0006140620202640467,SawyerW,2Story,0.48334363744429576,-0.39910330951491313
1420,9938,7,5,1994,1994,1626,2,3,1,2.0,49,2643876,13958,0.0007043670758703965,SawyerW,1Story,0.7406813883781667,0.7887041592794701
1421,14171,7,5,1993,1994,2200,2,4,1,2.0,49,4840000,13951,0.0004939665514078047,SawyerW,2Story,0.42147963848427017,0.7887041592794701
1422,10541,7,5,1996,1996,2037,2,3,1,2.0,49,4149369,13972,0.0006640736173038611,SawyerW,SLvl,1.2902739857776708,0.7887041592794701
1423,10616,7,5,2007,2007,1356,2,3,1,2.0,49,1838736,14049,0.0006593820648078372,CollgCr,2Story,0.8545276312044492,0.29822042342386906
1424,9345,8,5,2007,2007,1615,2,3,1,3.0,64,2608225,16056,0.0008560727661851257,CollgCr,1Story,1.2495989625655786,1.2240908077747172
1425,11778,9,5,2008,2008,2276,2,3,2,3.0,81,5180176,18072,0.0007641365257259297,CollgCr,1Story,1.2887464682723027,2.1499611921255655
1426,11778,9,5,2008,2008,1766,2,3,2,3.0,81,3118756,18072,0.0007641365257259297,CollgCr,1Story,1.2887464682723027,2.1499611921255655
1427,11228,7,5,1993,1993,2097,2,3,1,3.0,49,4397409,13951,0.0006234413965087282,SawyerW,2Story,0.42147963848427017,0.7887041592794701
1428,11454,8,5,1995,1995,1511,2,3,1,3.0,64,2283121,15960,0.0006984459577440195,SawyerW,SLvl,1.2248401227905306,1.9765116280738533
1429,11500,6,6,1966,1966,1643,2,2,1,2.0,36,2699449,11796,0.0005217391304347826,ClearCr,1Story,-0.35544877141010517,0.023281450049383628
1430,12798,6,5,1997,1997,1688,2,4,0,2.0,36,2849344,11982,0.00046882325363338024,ClearCr,2Story,0.5452076364043213,0.023281450049383628
1431,9750,5,7,1994,1994,990,1,3,0,2.0,25,980100,9970,0.0005128205128205128,CollgCr,1Story,0.7406813883781667,-1.5535203452778275
1432,9525,5,6,1995,2006,1099,1,3,0,1.0,25,1207801,9975,0.0005249343832020997,CollgCr,1Story,0.7798288940848906,-1.5535203452778275
1433,9245,5,5,1994,1995,990,1,3,0,2.0,25,980100,9970,0.0005408328826392645,CollgCr,1Story,0.7406813883781667,-1.5535203452778275
1434,8696,7,5,1997,1998,1418,2,3,1,2.0,49,2010724,13979,0.0008049678012879485,CollgCr,1Story,0.8581239054983386,0.29822042342386906
1435,13142,6,5,1997,1997,1771,2,3,0,2.0,36,3136441,11982,0.0004565515142291889,CollgCr,2Story,0.5452076364043213,-0.6276499609269792
1436,8998,7,5,2000,2000,1652,2,3,0,2.0,49,2729104,14000,0.000777950655701267,CollgCr,2Story,0.6380036348443596,0.29822042342386906
1437,9179,7,5,1999,1999,1790,2,3,0,2.0,49,3204100,13993,0.0007626103061335657,CollgCr,2Story,0.6070716353643468,0.29822042342386906
1438,8924,7,5,1998,1999,1724,2,3,0,2.0,49,2972176,13986,0.0007844016136261766,CollgCr,2Story,0.5761396358843341,0.29822042342386906
1439,9382,7,5,1999,2000,1479,2,3,0,2.0,49,2187441,13993,0.0007461095715199318,CollgCr,1Story,0.9364189169117866,0.29822042342386906
1440,12803,7,5,2002,2002,1494,2,3,1,2.0,49,2232036,14014,0.0005467468562055768,CollgCr,1Story,1.0538614340319585,0.29822042342386906
1441,12435,7,5,2001,2001,1792,2,3,1,2.0,49,3211264,14007,0.0005629272215520708,CollgCr,2Story,0.6689356343243724,0.29822042342386906
1442,12192,7,5,2000,2001,1823,2,3,0,2.0,49,3323329,14000,0.0005741469816272966,CollgCr,2Story,0.6380036348443596,0.29822042342386906
1443,11250,7,5,2001,2002,1786,2,3,1,2.0,49,3189796,14007,0.0006222222222222223,CollgCr,2Story,0.6689356343243724,0.29822042342386906
1444,9200,5,6,1975,1980,938,1,3,0,1.0,25,879844,9875,0.0005434782608695652,CollgCr,1Story,-0.003121220049589242,-1.5535203452778275
1445,8385,5,8,1977,1977,985,2,3,0,1.0,25,970225,9885,0.0005963029218843172,CollgCr,SLvl,0.04703058902200702,-1.5535203452778275
1446,12250,5,6,1978,1978,1174,1,3,0,2.0,25,1378276,9890,0.00040816326530612246,CollgCr,1Story,0.11432129707058274,-1.5535203452778275
1447,10970,6,6,1978,1978,1026,1,3,0,2.0,36,1052676,11868,0.0005469462169553327,CollgCr,SLvl,0.11246445200914722,-0.6276499609269792
1448,9216,5,6,1975,1975,1076,1,3,1,2.0,25,1157776,9875,0.0005425347222222222,CollgCr,1Story,-0.003121220049589242,-1.5535203452778275
1449,14330,5,6,1975,2001,1558,2,2,0,2.0,25,2427364,9875,0.0003489183531053733,CollgCr,1Story,-0.003121220049589242,-1.5535203452778275
1450,7990,5,6,1975,1975,924,1,3,0,1.0,25,853776,9875,0.0006257822277847309,CollgCr,1Story,-0.003121220049589242,-1.5535203452778275
1451,7180,5,7,1972,1972,864,1,3,0,1.0,25,746496,9860,0.0006963788300835655,CollgCr,1Story,-0.12056373716976122,-1.5535203452778275
1452,7200,5,7,1972,1972,780,1,2,0,1.0,25,608400,9860,0.0006944444444444445,CollgCr,1Story,-0.12056373716976122,-1.5535203452778275
1453,9742,8,5,2002,2002,1795,2,3,1,2.0,64,3222025,16016,0.000821186614658181,CollgCr,1Story,1.0538614340319585,1.2240908077747172
1454,9473,8,5,2002,2002,2031,2,3,1,2.0,64,4124961,16016,0.0008445054365037475,CollgCr,2Story,0.6998676338043852,1.2240908077747172
1455,10316,7,5,2000,2000,1865,2,3,1,3.0,49,3478225,14000,0.0006785575804575417,CollgCr,2Story,0.6380036348443596,0.29822042342386906
