,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Full Bath,Bedroom AbvGr,Fireplaces,Garage Cars,SalePrice
899,10926,5,5,1959,1959,1678,2,6,0,0.0,119900
900,11767,5,5,1956,1956,1560,1,2,1,1.0,103500
901,8926,4,3,1956,1956,960,1,3,0,1.0,112000
902,12354,6,8,1920,2000,1196,1,3,0,2.0,110000
903,8212,5,6,1941,1950,1298,1,3,2,1.0,122000
904,10998,5,5,1941,1960,1604,2,3,0,2.0,117000
905,6300,5,4,1938,1950,1268,1,3,2,1.0,160000
906,4500,5,5,1932,2000,1520,1,3,0,1.0,159434
907,8400,2,5,1920,1950,438,1,1,0,1.0,60000
908,9900,6,7,1940,1950,1489,2,3,1,1.0,139500
909,15863,7,3,1920,1970,3082,2,5,2,2.0,197000
910,5707,6,6,1935,1950,1242,1,3,1,1.0,105000
911,7804,4,3,1928,1950,1981,2,4,2,2.0,135000
912,8574,6,8,1916,2000,1232,1,3,1,2.0,147500
913,6171,6,6,1925,1990,1608,2,3,1,1.0,137450
914,7200,7,9,1936,2007,1135,1,3,0,2.0,155000
915,7558,6,6,1928,1950,1913,1,3,1,2.0,177000
916,6292,7,7,1928,1950,1477,2,3,1,1.0,145000
917,7155,7,8,1918,1990,1228,1,3,1,1.0,137000
918,10918,7,9,1926,2004,2080,1,3,2,1.0,234000
919,13680,5,6,1940,1950,1567,1,2,2,2.0,205000
920,7500,6,7,1942,1950,1494,1,3,2,1.0,177500
921,9600,5,7,1940,1950,1308,1,2,2,1.0,160000
922,14680,5,4,1960,1960,1273,1,2,0,1.0,155000
923,13360,5,7,1921,2006,964,1,2,0,2.0,163500
924,7681,5,6,1921,1950,1343,1,3,1,1.0,154900
925,8145,7,6,1940,1950,2480,2,5,2,2.0,205000
926,9100,5,6,1954,1954,1112,1,2,1,1.0,144800
927,12000,7,7,1941,1950,1564,1,3,1,1.0,174500
928,13339,6,6,1960,1960,1561,2,3,1,2.0,193000
929,15600,5,7,1949,2005,1523,2,3,1,1.0,158000
930,14000,6,8,1950,2004,1152,1,3,1,1.0,158500
931,17500,6,5,1954,1954,1906,1,3,2,2.0,224000
932,1733,6,6,1980,1980,1032,1,2,1,2.0,115000
933,1488,6,6,1980,1992,1229,1,2,1,2.0,137000
934,1612,6,6,1980,1980,1229,1,2,1,2.0,121000
935,1300,6,6,1980,1980,1229,1,2,1,2.0,124000
936,13607,6,6,1986,1986,1982,2,3,1,2.0,208000
937,17597,7,9,1971,2009,2365,2,3,2,2.0,315000
938,21695,6,9,1988,2007,1680,2,3,1,2.0,222000
939,10690,5,7,1920,1997,1344,1,3,0,1.0,147000
940,8660,5,6,1900,1993,2168,2,5,0,2.0,123000
941,6402,5,5,1920,1950,1192,1,3,0,1.0,78000
942,8470,3,2,1915,1982,1526,1,2,0,0.0,85000
943,10200,4,6,1925,1950,572,1,2,0,1.0,75000
944,3843,8,5,2007,2008,1648,2,2,1,2.0,230000
945,21780,2,4,1910,1950,810,1,1,0,1.0,57625
946,10125,8,5,2000,2001,2052,2,3,1,3.0,251000
947,12822,7,5,2003,2003,2149,1,1,1,2.0,239686
948,12118,7,5,2004,2005,1710,2,3,1,2.0,240000
949,12209,6,5,2001,2002,1961,2,3,1,2.0,215000
950,9750,6,6,1977,1977,926,1,2,1,1.0,156450
951,9360,6,7,1977,1977,1287,1,2,2,2.0,173000
952,10125,5,5,1977,1977,1734,2,4,0,2.0,126000
953,9947,7,5,1990,1991,1217,2,3,0,2.0,173000
954,11070,5,5,1991,1991,1595,2,2,0,2.0,152000
955,14375,6,6,1958,1958,1344,1,3,1,2.0,137500
956,215245,7,5,1965,1965,2036,2,3,2,2.0,375000
957,12898,9,5,2007,2008,1620,2,2,1,3.0,315500
958,13159,7,5,2009,2009,1692,2,3,0,2.0,224500
959,13438,9,5,2008,2008,2036,2,3,1,3.0,410000
960,14463,9,5,2008,2008,1641,2,3,0,3.0,316500
961,8925,8,5,2007,2007,1466,2,3,0,3.0,201000
962,11457,6,5,1988,1988,1412,2,3,1,2.0,175000
963,9839,6,8,1980,2006,2237,2,3,1,2.0,204000
964,14419,7,5,1987,1989,1479,2,3,1,2.0,213500
965,6853,8,5,2001,2002,1296,2,2,0,2.0,220000
966,9157,7,5,2003,2003,2014,2,3,0,2.0,170000
967,14601,9,5,2006,2006,1838,2,2,1,3.0,315000
968,12633,9,5,2007,2007,1978,2,2,1,3.0,425000
969,12518,5,7,1968,1968,1008,1,3,0,1.0,139500
970,21750,5,4,1960,2006,1771,1,3,1,2.0,115000
971,4500,6,5,1998,1998,1204,2,2,0,2.0,162000
972,4500,6,5,1999,1999,1224,2,2,0,2.0,165000
973,1596,4,5,1973,1973,988,1,2,0,1.0,91000
974,9858,5,6,1968,1968,874,1,3,0,1.0,130000
975,1526,4,8,1970,2002,630,1,1,0,1.0,86000
976,13383,5,5,1969,2000,1404,2,3,1,2.0,160000
977,1477,4,4,1970,1970,630,1,1,0,1.0,80000
978,1533,4,6,1970,2008,1344,1,3,1,0.0,97000
979,2217,4,4,1970,1970,1092,1,3,0,1.0,88000
980,7689,5,8,1972,1972,796,1,2,0,1.0,131900
981,7706,6,5,1993,1996,1091,1,2,0,1.0,131250
982,9101,5,6,1978,1978,1110,1,1,1,2.0,165500
983,8780,5,5,1985,1985,833,1,3,0,0.0,112000
984,7669,5,6,1992,1993,883,1,2,1,2.0,149000
985,14115,5,5,1993,1995,1362,1,1,0,2.0,143000
986,10429,5,5,1992,1992,1287,1,3,0,2.0,130000
987,9819,6,5,1977,1977,1567,2,2,2,2.0,196000
988,10457,5,7,1969,1969,1632,1,4,1,2.0,173000
989,11029,6,8,1958,2002,1414,1,3,1,2.0,176500
990,12925,6,7,1970,1970,2117,2,4,2,2.0,237500
991,11075,6,5,1969,1969,2112,2,4,2,2.0,206900
992,8702,6,5,1997,1998,1604,2,3,1,2.0,187500
993,8139,6,5,1995,1996,1470,2,3,1,2.0,165000
994,9535,6,5,1998,1998,1604,2,3,0,2.0,195500
995,9042,6,5,1998,1998,1638,2,3,2,2.0,192000
996,15038,6,5,1996,1996,1636,2,3,1,2.0,173000
997,14137,5,5,1996,1997,1384,2,3,0,2.0,177900
998,21872,7,5,1996,1997,1446,2,3,1,2.0,175000
999,4923,8,5,2001,2002,1593,1,0,1,2.0,286000
1000,6264,8,5,1997,1997,1682,1,1,1,2.0,247900
1001,5395,8,5,1993,1993,1337,2,2,1,2.0,180000
1002,5070,8,5,1992,1992,1280,2,2,0,2.0,180000
1003,10839,6,5,1997,1998,1604,2,3,1,2.0,181000
1004,11184,6,5,1998,1998,1633,2,3,1,2.0,183000
1005,8000,6,5,1995,1996,1658,2,3,1,2.0,188000
1006,10832,7,5,1994,1996,1895,2,3,1,2.0,194500
1007,14067,6,5,1991,1991,1709,2,3,0,2.0,185000
1008,4671,8,5,1988,1989,1228,2,2,1,2.0,189000
1009,5950,8,5,1989,1989,1337,2,2,1,2.0,188500
1010,13543,8,5,2005,2005,2500,3,5,1,3.0,355000
1011,11198,9,5,2005,2007,2504,2,4,1,3.0,325000
1012,15401,9,5,2004,2004,1884,2,2,1,3.0,387000
1013,31220,6,2,1952,1952,1474,1,3,2,2.0,115000
1014,8118,9,5,2007,2007,1710,2,2,1,2.0,334000
1015,47280,6,5,1950,1950,1488,2,3,1,2.0,133000
1016,20544,7,6,1986,1991,2093,2,3,1,2.0,215000
1017,12680,7,6,1988,1988,1688,2,2,1,2.0,226500
1018,12090,6,6,1981,1981,1422,2,3,1,2.0,175500
1019,10825,7,7,1983,1983,1260,2,3,0,2.0,181900
1020,18559,7,5,1978,1978,2064,2,3,2,2.0,235000
1021,14450,7,5,1979,1979,1782,2,3,1,2.0,220000
1022,12227,6,7,1977,1995,2872,2,4,1,2.0,272000
1023,13068,6,5,1976,1976,1211,2,3,1,2.0,161000
1024,15611,5,6,1977,1977,1126,2,3,0,2.0,175000
1025,10400,7,6,1980,1988,2044,2,3,1,2.0,185000
1026,9743,5,6,1969,1969,1308,1,3,0,2.0,146900
1027,12511,7,7,1978,1978,2840,2,4,2,4.0,292500
1028,11361,6,5,1976,1976,1523,2,3,1,2.0,180000
1029,10400,6,5,1976,1976,1444,2,2,1,2.0,159900
1030,10480,7,6,1976,1976,1964,2,4,1,2.0,205000
1031,10000,5,6,1973,2000,1178,1,3,1,2.0,157000
1032,14311,8,5,1996,1996,2340,2,4,1,3.0,306000
1033,9000,5,5,1974,1974,1792,2,4,0,2.0,133000
1034,9750,6,8,1969,1969,1054,1,3,0,2.0,151000
1035,10295,4,6,1969,1969,936,1,2,0,1.0,111900
1036,7560,5,5,1971,1971,864,1,3,0,2.0,123000
1037,12735,4,5,1972,1972,864,1,3,0,2.0,111250
1038,4060,6,5,1998,1999,1337,2,2,0,2.0,181000
1039,1680,6,5,1973,1973,987,1,2,0,1.0,103400
1040,1680,6,5,1973,1973,987,1,2,0,1.0,100000
1041,1890,6,6,1972,1972,987,1,2,0,1.0,100500
1042,1869,6,6,1970,1970,987,1,2,0,1.0,106000
1043,1680,6,5,1971,1971,987,1,2,0,1.0,85400
1044,1680,6,3,1971,1971,987,1,2,0,1.0,89500
1045,1680,5,5,1972,1972,1302,2,3,0,1.0,111750
1046,4043,6,6,1977,1977,1069,2,2,0,2.0,140000
1047,2308,6,6,1975,1975,1456,2,4,0,2.0,143000
1048,2529,7,6,1977,1977,1055,2,2,0,2.0,148500
1049,9477,5,5,1966,1966,892,1,3,0,1.0,110000
1050,12444,8,5,2008,2008,1932,2,2,1,3.0,394617
1051,12474,10,5,2007,2008,2332,2,3,1,3.0,426000
1052,14803,10,5,2007,2008,2084,2,2,1,3.0,385000
1053,14948,9,5,2008,2008,2713,2,3,1,3.0,446261
1054,12704,8,5,2007,2007,1582,2,3,0,3.0,317500
1055,13891,8,5,2007,2008,1710,2,2,1,3.0,372402
1056,13693,8,5,2007,2007,2464,2,4,1,3.0,417500
1057,14418,9,5,2007,2007,1950,2,2,1,3.0,383000
1058,13418,9,5,2006,2006,2748,2,4,1,3.0,390000
1059,12539,10,5,2005,2006,2790,2,4,1,4.0,460000
1060,12151,9,5,2005,2005,2331,2,3,1,3.0,379000
1061,8899,8,5,2007,2007,2088,2,4,1,3.0,250000
1062,10574,8,5,2004,2004,2332,2,4,1,3.0,316000
1063,12720,10,5,2003,2003,2470,1,1,2,3.0,615000
1064,13688,9,5,2003,2004,2668,2,3,2,3.0,412500
1065,10625,7,5,2003,2004,2046,2,3,1,3.0,284000
1066,10845,8,5,2003,2004,1575,2,2,1,3.0,284000
1067,16900,8,5,2001,2002,2649,2,4,1,3.0,421250
1068,16451,8,5,2003,2003,2690,2,4,1,3.0,370000
1069,10110,9,5,2008,2008,1866,2,2,1,3.0,336860
1070,8769,9,5,2008,2008,1702,1,1,1,3.0,367294
1071,12304,7,5,2005,2005,1367,2,2,1,2.0,192000
1072,12677,8,5,2003,2004,1518,1,1,1,2.0,274000
1073,8849,9,5,2005,2005,1684,2,2,1,2.0,266000
1074,8232,9,5,2007,2008,1800,2,2,1,3.0,370967
1075,6240,8,5,2006,2007,1342,2,2,1,2.0,234250
1076,6240,8,5,2006,2007,1342,2,2,1,2.0,219500
1077,2448,7,5,2003,2004,1626,2,2,0,2.0,155000
1078,2448,7,5,2003,2004,1626,2,2,0,2.0,154000
1079,8198,7,5,2004,2004,1358,2,2,1,2.0,207000
1080,3940,7,5,2003,2003,1455,2,2,1,3.0,195000
1081,3940,7,5,2004,2004,1576,2,2,1,3.0,219990
1082,3182,7,5,2005,2006,1504,2,2,1,2.0,191000
1083,3182,7,5,2007,2007,1266,2,2,1,2.0,159895
1084,3710,7,5,2007,2008,1246,2,2,1,2.0,187687
1085,9024,6,5,2004,2004,1515,2,3,1,2.0,179000
1086,7415,6,5,2004,2004,1593,2,3,1,2.0,193000
1087,9587,7,5,2005,2005,1166,2,2,0,2.0,190000
1088,8029,6,5,2005,2005,1456,2,3,0,2.0,176000
1089,8010,7,5,2002,2003,1720,2,3,1,2.0,188000
1090,8396,7,5,2003,2003,1986,2,4,1,2.0,213000
1091,7301,7,6,2007,2008,1358,2,2,1,2.0,217300
1092,10261,6,5,2000,2000,1792,2,3,1,2.0,186500
1093,8220,7,5,2000,2001,1892,2,3,1,2.0,226750
1094,15384,7,5,2004,2005,1490,2,3,1,2.0,184000
1095,7750,7,5,2002,2002,1414,2,3,1,2.0,176000
1096,12460,7,5,1999,2000,2322,2,4,1,2.0,225000
1097,8390,7,5,1999,1999,1651,2,3,1,2.0,185900
1098,9660,8,5,1997,1997,2199,2,3,1,2.0,284500
1099,9200,8,5,1998,1998,2630,2,4,1,3.0,315000
1100,14260,8,5,2000,2000,2198,2,4,1,3.0,250000
1101,11000,9,5,2000,2000,2172,2,4,1,3.0,291000
1102,11675,8,5,1998,1998,2006,2,2,1,3.0,350000
1103,10990,7,5,1996,1997,2125,2,4,2,2.0,279500
1104,11929,8,7,1995,1995,2501,2,4,1,3.0,290000
1105,10437,8,6,1995,1995,2113,2,2,1,3.0,350000
1106,10542,7,5,1993,1994,2418,2,3,1,3.0,341000
1107,10010,7,5,1993,1994,2197,2,4,1,3.0,287500
1108,10944,7,5,1994,1994,2127,2,3,2,2.0,271000
1109,14303,8,5,1994,1994,1987,2,2,1,2.0,301500
1110,11932,8,5,2007,2008,1580,2,3,0,3.0,235128
1111,14598,6,5,2007,2007,1933,2,4,1,3.0,214000
1112,11957,8,5,2006,2006,1574,2,3,1,3.0,232000
1113,13253,7,5,2006,2006,1578,2,3,1,3.0,240000
1114,14587,9,5,2008,2008,1506,2,2,1,2.0,264132
1115,10206,8,5,2007,2007,1563,2,3,1,3.0,245000
1116,12274,7,5,2008,2008,1428,2,3,0,2.0,227680
1117,9801,8,5,2007,2007,1861,3,3,1,3.0,257000
1118,9428,8,5,2007,2008,1874,2,3,1,3.0,297900
1119,10037,8,5,2006,2007,1460,2,3,1,2.0,247000
1120,8640,8,5,2007,2008,1372,2,3,0,2.0,212700
1121,8640,7,5,2007,2008,1372,2,3,0,2.0,250580
1122,11639,7,5,2007,2008,1428,2,3,0,2.0,182000
1123,9803,7,5,2005,2005,1768,2,3,0,2.0,226700
1124,9375,8,5,2003,2004,1992,2,3,1,2.0,250000
1125,10625,7,5,2005,2005,1958,2,3,1,3.0,250000
1126,10800,8,5,2007,2008,2078,2,3,1,3.0,339750
1127,8125,7,6,2007,2007,1665,2,3,0,2.0,205950
1128,10625,8,5,2007,2007,1660,2,3,1,3.0,256000
1129,7500,7,5,2007,2008,1218,2,2,0,2.0,230348
1130,8791,6,5,2003,2003,1728,2,3,0,2.0,207500
1131,7500,7,5,2004,2005,1080,1,3,0,0.0,141000
1132,10110,6,5,2003,2003,1696,2,3,0,2.0,188000
1133,12774,7,5,2003,2004,1663,2,3,0,2.0,192500
1134,13072,6,5,2005,2006,1175,1,3,0,0.0,146000
1135,13695,5,5,2004,2004,1114,1,3,0,2.0,159000
1136,13695,6,5,2003,2004,1114,1,3,0,2.0,155000
1137,8366,6,5,2004,2004,1640,2,3,0,2.0,173000
1138,9260,7,5,2007,2007,1162,2,3,0,2.0,170000
1139,8453,6,5,1995,1995,1609,2,3,0,2.0,182000
1140,8480,6,5,1993,1994,1680,2,3,0,2.0,163000
1141,8125,6,5,1994,1998,1679,2,3,1,2.0,193500
1142,14565,7,5,1994,1995,1657,2,3,0,2.0,189000
1143,8450,6,5,2001,2001,1677,2,3,0,2.0,190500
1144,8285,7,5,1992,1992,1737,2,3,0,2.0,175000
1145,7153,6,5,1991,1991,1294,2,3,0,2.0,179200
1146,9291,6,5,1993,1993,1710,2,3,0,2.0,187000
1147,8012,6,5,1993,1994,1617,2,2,1,2.0,193000
1148,7892,6,5,1993,1993,1199,2,2,0,2.0,153900
1149,9100,5,5,1963,1963,984,1,3,1,1.0,128000
1150,12968,5,6,1962,1962,912,1,2,0,1.0,144000
1151,8100,5,8,1961,2007,864,1,3,1,1.0,135000
1152,8450,5,5,1968,1968,890,1,3,0,1.0,115000
1153,6360,5,5,1963,1963,864,1,3,0,1.0,119916
1154,6768,6,8,1961,1996,912,1,3,0,1.0,142000
1155,19508,6,5,1974,1974,1430,2,3,2,2.0,192000
1156,10759,5,4,1972,1972,1641,2,4,1,2.0,140000
1157,9205,6,5,1990,1991,2683,2,4,2,2.0,290000
1158,11025,9,5,1993,1994,2786,2,4,1,2.0,372500
1159,4282,7,5,2004,2004,1391,2,2,0,2.0,196000
1160,4017,7,5,2006,2007,1250,2,2,0,2.0,171900
1161,3435,7,5,2004,2005,1245,2,1,0,2.0,178000
1162,3180,6,5,2005,2005,1200,2,2,0,2.0,165000
1163,3180,7,5,2007,2007,1392,2,2,0,2.0,146000
1164,3604,7,5,2007,2007,1392,2,2,0,2.0,146000
1165,2280,7,5,1999,1999,1501,2,3,0,2.0,179400
1166,2280,6,5,1999,1999,1549,2,3,0,2.0,172900
1167,4765,9,5,2000,2000,1638,2,2,1,2.0,300000
1168,4538,9,5,2001,2001,1310,1,1,1,2.0,285000
1169,4385,9,5,2001,2001,1419,1,2,1,2.0,290000
1170,4109,9,5,1999,2000,1557,2,2,1,2.0,305000
1171,5119,9,5,1999,2000,1709,2,2,1,2.0,328900
1172,2160,7,5,1999,2000,1252,2,2,0,2.0,160000
1173,2160,7,5,1999,2000,1404,2,3,0,2.0,170000
1174,10646,7,5,2001,2001,1789,2,3,1,2.0,223000
1175,2645,8,5,1999,1999,1586,2,3,0,2.0,170000
1176,2645,8,5,1999,2000,1607,2,3,0,2.0,200000
1177,3951,10,5,1998,1999,2393,2,2,1,2.0,345000
1178,14963,8,5,1996,1996,1288,1,1,2,2.0,245500
1179,11064,8,5,1995,1995,1239,1,1,1,2.0,217500
1180,10846,8,5,1993,1993,1719,1,1,2,2.0,324000
1181,11120,6,6,1984,1984,1232,2,3,0,2.0,162500
1182,24572,9,3,1977,1977,2944,2,3,1,3.0,150000
1183,16280,8,9,1976,2007,1671,3,3,1,2.0,290000
1184,7500,7,5,2002,2002,1812,2,3,1,2.0,205000
1185,10400,7,6,1970,1970,1682,2,3,1,2.0,174000
1186,11104,6,6,1969,1969,1427,2,4,0,2.0,183000
1187,11050,6,5,1968,1968,1740,1,4,1,2.0,150000
1188,11040,6,7,1971,2004,1258,2,3,0,2.0,145000
1189,15387,7,7,1967,1967,1620,2,4,1,2.0,215000
1190,9750,5,6,1965,1965,1625,2,4,0,2.0,140500
1191,10800,6,7,1974,1997,2614,2,4,1,2.0,240000
1192,8814,5,6,1968,1968,1464,1,4,0,2.0,141000
1193,8872,5,8,1965,2008,912,1,2,0,2.0,147000
1194,8125,5,7,1965,2005,925,1,3,0,2.0,135000
1195,11072,5,5,1965,1965,1728,2,6,0,2.0,145000
1196,13101,5,5,1965,1965,1728,2,6,0,2.0,142600
1197,9246,5,5,1973,1973,1656,2,4,0,2.0,135000
1198,13355,7,6,1971,1971,1670,1,4,0,2.0,170000
1199,8963,8,9,1976,1996,2715,3,4,2,2.0,299800
1200,9120,6,6,1974,1974,1876,2,4,1,2.0,185000
1201,9130,6,8,1966,2000,1632,1,4,0,2.0,173000
1202,12122,7,9,1961,2007,999,1,3,0,2.0,178400
1203,9900,7,5,1968,1968,1978,2,4,1,2.0,176000
1204,7785,5,5,1956,1956,1014,1,2,0,1.0,98000
1205,8593,4,6,1957,1957,907,1,3,0,1.0,109008
1206,8475,4,7,1956,1956,952,1,2,0,1.0,135750
1207,8700,5,6,1963,1963,1128,2,3,0,2.0,155000
1208,10175,6,5,1964,1964,1425,2,3,1,2.0,180500
1209,9020,6,7,1966,1966,1165,1,3,0,2.0,174900
1210,9200,6,6,1965,1965,1136,1,3,1,1.0,140000
1211,8250,6,7,1964,1964,1092,1,3,0,2.0,145000
1212,9350,5,8,1965,1999,1265,2,3,1,2.0,179900
1213,9020,6,5,1964,1964,1350,1,3,0,2.0,168500
1214,9900,5,5,1961,1961,1114,1,3,0,2.0,140000
1215,10007,5,7,1959,2006,1053,1,3,0,1.0,145500
1216,10721,6,6,1959,1959,1252,1,3,0,2.0,142000
1217,12493,4,5,1960,1960,1100,1,3,1,1.0,141000
1218,11332,5,7,1960,2000,1118,1,3,0,1.0,153000
1219,6627,3,6,1949,1950,720,1,2,0,1.0,72500
1220,4130,3,6,1935,2003,729,1,2,0,0.0,52000
1221,7420,5,6,1939,1950,1077,1,2,2,1.0,118000
1222,4882,4,7,1937,1950,906,1,2,0,1.0,87000
1223,9600,5,6,1960,1960,1496,2,3,0,2.0,141500
1224,9600,6,5,1950,1950,1252,1,3,0,1.0,119000
1225,9600,5,8,1950,2006,1337,1,3,1,1.0,141500
1226,9600,6,6,1955,1996,1661,1,3,1,1.0,165500
1227,7584,5,5,1953,1953,1036,1,3,0,1.0,112900
1228,13700,7,6,1965,1988,1820,1,4,2,2.0,201800
1229,10197,6,5,1961,1961,1362,1,3,1,2.0,163000
1230,7875,5,6,1961,1961,1144,1,3,0,2.0,139950
1231,8400,6,9,1962,2005,1537,1,3,1,2.0,174000
1232,9150,6,5,1962,1962,1431,1,3,1,1.0,165000
1233,14670,6,7,1966,1999,1988,2,4,1,2.0,227000
1234,7390,5,7,1955,1955,1098,1,3,0,1.0,135000
1235,9204,5,5,1963,1963,1144,1,3,0,1.0,124000
1236,7763,5,7,1962,1980,1283,1,3,0,2.0,140000
1237,8856,5,4,1957,1957,1176,1,3,2,1.0,136500
1238,9840,5,7,1959,1998,1440,2,2,0,1.0,185000
1239,9120,6,6,1958,1958,1261,1,3,1,2.0,163000
1240,13200,6,6,1958,1958,1570,1,3,1,2.0,166800
1241,9000,6,5,1956,1956,1196,1,2,1,1.0,139000
1242,11900,6,5,1957,1957,1392,1,3,2,2.0,166000
1243,9464,6,7,1958,1958,1080,1,3,0,1.0,136000
1244,10425,5,5,1956,1958,1104,1,3,0,1.0,133000
1245,11556,5,6,1952,1952,882,1,2,0,1.0,116000
1246,9373,5,6,1953,1953,1152,1,3,0,2.0,137500
1247,12774,5,5,1953,1953,950,1,2,0,2.0,130000
1248,14250,6,5,1957,1957,1790,2,3,2,2.0,180000
1249,7350,5,7,1951,1951,952,1,2,0,2.0,139000
1250,7677,5,5,1953,1953,773,1,2,0,1.0,110000
1251,8838,5,3,1957,1982,1764,2,4,1,1.0,100000
1252,8480,5,5,1947,1950,1216,1,2,0,1.0,118500
1253,12436,5,5,1957,1957,1824,2,5,0,2.0,146000
1254,10122,4,6,1948,1950,869,1,1,0,1.0,89900
1255,7506,5,8,1925,1950,1159,1,3,0,1.0,114000
1256,10930,5,6,1945,1950,1558,1,3,1,1.0,140000
1257,5400,4,7,1940,2005,672,1,2,0,1.0,86900
1258,10836,5,5,1922,1950,1436,1,3,1,4.0,139000
1259,10800,4,7,1900,2000,1294,2,3,0,0.0,106250
1260,9247,6,6,1962,1962,1716,1,4,1,2.0,171000
1261,10180,5,6,1968,1968,1044,1,3,1,2.0,139000
1262,11355,7,7,1958,2001,1312,1,3,1,2.0,186000
1263,10920,6,5,1960,1960,1253,1,2,1,1.0,157000
1264,12929,6,6,1960,1993,1081,1,3,0,1.0,148000
1265,27650,7,7,1960,2007,2069,2,4,1,2.0,242000
1266,8892,5,7,1953,1996,910,1,3,0,2.0,116000
1267,7200,5,7,1951,1951,876,1,2,1,2.0,94000
1268,7200,5,5,1950,1950,1048,1,3,0,2.0,98300
1269,7910,5,5,1960,1960,1507,2,4,0,1.0,127000
1270,8000,5,6,1959,1959,1256,1,3,0,1.0,159000
1271,8000,5,5,1962,1962,1027,1,3,0,1.0,125900
1272,7931,5,6,1960,1960,1269,1,3,1,1.0,155000
1273,8064,6,6,1948,1950,1320,2,3,0,2.0,138000
1274,6390,6,7,1954,1954,984,1,2,0,1.0,112500
1275,7227,6,6,1954,1954,832,1,2,0,2.0,105500
1276,7200,6,5,1954,1954,1278,1,4,0,1.0,127500
1277,8513,5,5,1961,1961,1800,2,6,0,0.0,130000
1278,7200,5,6,1955,1967,1588,1,3,0,2.0,150000
1279,7200,5,7,1954,1954,825,1,2,0,1.0,109500
1280,7056,6,5,1963,1963,1796,1,4,1,2.0,140000
1281,9760,6,6,1964,1964,1611,1,4,0,2.0,167900
1282,7590,5,5,1963,1963,1117,1,3,0,1.0,136870
1283,9836,6,5,2008,2008,1133,1,3,0,1.0,143000
1284,5232,5,5,1925,2004,764,1,2,0,2.0,73000
1285,10440,5,8,1904,2002,1539,2,3,1,2.0,157500
1286,9184,5,7,1948,2005,1323,1,3,0,2.0,122600
1287,4800,5,5,1910,2003,1360,1,2,0,1.0,111000
1288,10440,6,7,1920,1950,2792,2,5,2,2.0,256000
1289,4800,5,4,1940,1950,672,1,2,0,1.0,64000
1290,6000,6,7,1915,2005,1456,1,4,0,1.0,139500
1291,11426,4,6,1910,1996,1594,2,3,0,0.0,118000
1292,11426,7,5,2003,2003,2082,2,3,0,2.0,200000
1293,7628,4,6,1940,1985,1656,2,2,0,2.0,119164
1294,7308,5,5,1920,1950,1740,1,2,1,1.0,122250
1295,5400,7,6,1920,2006,1027,1,2,1,0.0,120000
1296,10800,6,6,1940,1950,1436,2,3,2,2.0,155000
1297,6756,5,6,1910,1950,899,1,2,0,1.0,78000
1298,5914,5,9,1890,1996,1080,1,3,0,0.0,95000
1299,6000,5,5,1948,1950,789,1,2,0,1.0,115000
1300,12000,5,7,1948,2005,1122,1,2,0,2.0,147000
1301,9000,5,6,1946,1950,1499,1,3,1,3.0,140000
1302,7311,2,5,1946,1950,407,1,1,0,1.0,46500
1303,6000,5,6,1957,1957,928,1,3,0,1.0,112500
1304,6000,4,7,1954,2000,901,1,2,0,1.0,107900
1305,12205,3,1,1949,1992,1588,2,5,0,0.0,65000
1306,18386,7,9,1880,2002,3493,3,3,1,3.0,295000
1307,9142,5,5,1900,2006,1627,2,4,0,2.0,139500
1308,12665,5,8,1915,1950,1416,1,4,1,3.0,153900
1309,5350,7,8,1920,1965,1450,1,3,0,1.0,132000
1310,4571,5,5,1916,1950,1344,1,4,0,3.0,98000
1311,9143,5,7,1900,2003,1017,1,2,0,1.0,114000
1312,9600,5,5,1920,1960,2350,2,4,0,2.0,130000
1313,9600,6,5,1917,1950,2058,1,3,1,2.0,129500
1314,6000,5,9,1905,2005,1540,1,3,0,0.0,129400
1315,9600,7,9,1928,2005,1378,2,3,1,2.0,161000
1316,10800,6,7,1905,2000,1912,2,3,1,2.0,163000
1317,6300,6,6,1914,2001,1484,2,3,1,0.0,128000
1318,5250,8,5,1872,1987,2358,2,4,0,0.0,122000
1319,5700,7,7,1926,1950,1111,1,2,1,1.0,116900
1320,13500,10,9,1893,2000,2775,3,3,1,2.0,325000
1321,11340,2,1,1920,1950,1086,1,2,0,2.0,55000
1322,10800,7,7,1890,1999,2495,2,5,1,2.0,184000
1323,9750,5,6,1959,1959,984,1,2,0,1.0,110000
1324,12150,5,5,1954,1954,1795,2,4,0,1.0,131500
1325,12702,5,5,1956,1956,882,1,2,0,1.0,97000
1326,8516,4,6,1958,2006,1093,1,2,0,1.0,115500
1327,7111,5,7,1928,1983,1143,1,2,1,1.0,138000
1328,7425,7,7,1945,1950,1668,1,3,0,1.0,108000
1329,9100,5,6,1930,1960,935,1,2,0,1.0,79500
1330,7010,5,5,1935,1950,1738,2,3,1,1.0,153000
1331,6130,5,6,1924,1950,784,1,2,0,0.0,109500
1332,5000,5,7,1941,2006,1210,1,3,0,1.0,124000
1333,5870,6,9,1900,2000,1290,1,3,0,1.0,106900
1334,6000,6,7,1940,1989,1672,1,3,1,1.0,164900
1335,6000,5,7,1924,2003,949,1,2,1,2.0,119000
1336,6000,6,7,1929,1950,1158,1,3,1,1.0,120000
1337,6000,6,7,1937,2000,1497,2,3,0,1.0,157000
1338,6000,6,5,1939,1950,1342,2,2,1,1.0,105000
